id,name,common_names,usda_code,family,family_apg
2273,"Lotus mearnsii (Britt.) Greene","Mearns' Birdsfoot Trefoil",LOMEM,Fabaceae,Fabaceae
2274,"Lotus procumbens (Greene) Greene","Silky Deerweed",LOPRP,Fabaceae,Fabaceae
2275,"Lotus scoparius (Nutt.) Ottley","Common Deerweed",LOSCS2,Fabaceae,Fabaceae
2276,"Lotus scoparius var. scoparius","Common Deerweed",LOSCS2,Fabaceae,Fabaceae
2277,"Lotus strigosus (Nutt.) Greene","Bishop Lotus",LOSTS2,Fabaceae,Fabaceae
2278,"Lotus unifoliolatus var. unifoliolatus","Prairie Trefoil",LOUNU,Fabaceae,Fabaceae
2279,"Lotus wrightii (Gray) Greene","Wright's Deervetch",LOWR,Fabaceae,Fabaceae
2280,"Ludwigia bonariensis (M. Micheli) Hara","Carolina Primrosewillow",LUBO,Onagraceae,Onagraceae
2281,"Ludwigia virgata Michx.","Savannah Primrosewillow",LUVI2,Onagraceae,Onagraceae
2282,"Luetkea pectinata (Pursh) Kuntze",Partridgefoot,LUPE,Rosaceae,Rosaceae
2283,"Lupinus affinis J.G. Agardh","Fleshy Lupine",LUAF,Fabaceae,Fabaceae
2284,"Lupinus albifrons Benth. ex Lindl.","Silver Lupine",LUALA2,Fabaceae,Fabaceae
2285,"Lupinus arboreus Sims","Bush Lupine",LUAR,Fabaceae,Fabaceae
2286,"Lupinus arcticus S. Wats.","Arctic Lupine",LUARA4,Fabaceae,Fabaceae
2287,"Lupinus argenteus ssp. ingratus (Greene) Harmon","Silvery Lupine",LUARI,Fabaceae,Fabaceae
2288,"Lupinus brevicaulis S. Wats.","Shortstem Lupine",LUBR2,Fabaceae,Fabaceae
2289,"Lupinus caudatus ssp. argophyllus (Gray) L. Phillips","Kellogg's Spurred Lupine",LUCAA,Fabaceae,Fabaceae
2290,"Lupinus densiflorus Benth.","Whitewhorl Lupine",LUDED,Fabaceae,Fabaceae
2291,"Lupinus kingii S. Wats.","King's Lupine",LUKIK,Fabaceae,Fabaceae
2292,"Lupinus latifolius Lindl. ex J.G. Agardh","Broadleaf Lupine",LULAL3,Fabaceae,Fabaceae
2293,"Lupinus littoralis Dougl.","Seashore Lupine",LULI2,Fabaceae,Fabaceae
2294,"Lupinus luteolus Kellogg","Pale Yellow Lupine",LULU2,Fabaceae,Fabaceae
2295,"Lupinus lyallii Gray","Dwarf Mountain Lupine",LULYL2,Fabaceae,Fabaceae
2296,"Lupinus nanus ssp. latifolius (Benth. ex Torr.) D. Dunn","Sky Lupine",LUNAL,Fabaceae,Fabaceae
2297,"Lupinus nootkatensis Donn ex Sims","Nootka Lupine",LUNON,Fabaceae,Fabaceae
2298,"Lupinus nootkatensis var. fruticosus Sims","Nootka Lupine",LUNOF,Fabaceae,Fabaceae
2299,"Lupinus nootkatensis var. nootkatensis","Nootka Lupine",LUNON,Fabaceae,Fabaceae
2300,"Lupinus perennis L.","Sundial Lupine",LUPEP3,Fabaceae,Fabaceae
2301,"Lupinus polyphyllus Lindl.","Bigleaf Lupine",LUARA4,Fabaceae,Fabaceae
2302,"Lupinus pusillus Pursh","Rusty Lupine",LUPUP,Fabaceae,Fabaceae
2303,"Lupinus pusillus ssp. intermontanus (Heller) D. Dunn","Intermountain Lupine",LUPUI2,Fabaceae,Fabaceae
2304,"Lupinus rivularis Dougl. ex Lindl.","Riverbank Lupine",LURI,Fabaceae,Fabaceae
2305,"Lupinus sericeus Pursh","Silky Lupine",LUSES4,Fabaceae,Fabaceae
2306,"Lupinus sp.",Lupine,"",Fabaceae,Fabaceae
2307,"Lupinus succulentus Dougl. ex K. Koch","Hollowleaf Annual Lupine",LUSU3,Fabaceae,Fabaceae
2308,"Lupinus sulphureus Dougl. ex Hook.","Sulphur Lupine",LUSU5,Fabaceae,Fabaceae
2309,"Lupinus versicolor Lindl.","Manycolored Lupine",LUVE,Fabaceae,Fabaceae
2310,"Lupinus wyethii S. Wats.","Wyeth's Lupine",LUWYW,Fabaceae,Fabaceae
2311,"Luzula multiflora (Ehrh.) Lej.","Common Woodrush",LUMUM2,Juncaceae,Juncaceae
2312,"Luzula sp.",Woodrush,"",Juncaceae,Juncaceae
2313,"Lycium andersonii Gray","Anderson's Wolfberry",LYANA4,Solanaceae,Solanaceae
2314,"Lycium exsertum Gray","Arizona Desertthorn",LYEX,Solanaceae,Solanaceae
2315,"Lycium fremontii Gray","Fremont's Desertthorn",LYFR,Solanaceae,Solanaceae
2316,"Lycium pallidum Miers","Pale Wolfberry",LYPAP,Solanaceae,Solanaceae
2317,"Lycium sp.",Wolfberry,"",Solanaceae,Solanaceae
2318,"Lycium torreyi Gray",Squawthorn,LYTO,Solanaceae,Solanaceae
2319,"Lycoperdon sp.",Puffball,"",Lycoperdaceae,""
2320,"Lycopodium annotinum L.","Stiff Clubmoss",LYAN2,Lycopodiaceae,""
2321,"Lycopodium clavatum L.","Running Clubmoss",LYCL,Lycopodiaceae,""
2322,"Lycopodium complanatum L.",Groundcedar,LYCO3,Lycopodiaceae,""
2323,"Lycopodium dendroideum Michx.","Tree Groundpine",LYDE,Lycopodiaceae,""
2324,"Lycopodium obscurum L.","Rare Clubmoss",LYOB,Lycopodiaceae,""
2325,"Lycopodium sabinifolium Willd.","Savinleaf Groundpine",LYSA,Lycopodiaceae,""
2326,"Lycopodium sp.","Club Moss","",Lycopodiaceae,""
2327,"Lycopus americanus Muhl. ex W. Bart.","American Waterhorehound",LYAM,Lamiaceae,Lamiaceae
2328,"Lycopus asper Greene","Rough Bugleweed",LYAS,Lamiaceae,Lamiaceae
2329,"Lycopus sp.","Water Horehound","",Lamiaceae,Lamiaceae
2330,"Lycopus uniflorus Michx.","Northern Bugleweed",LYUN,Lamiaceae,Lamiaceae
2331,"Lycopus virginicus L.","Virginia Waterhorehound",LYVI4,Lamiaceae,Lamiaceae
2332,"Lygodesmia grandiflora (Nutt.) Torr. & Gray","Largeflower Skeletonplant",LYGR,Asteraceae,Asteraceae
2333,"Lygodesmia juncea (Pursh) D. Don ex Hook.","Rush Skeletonplant",LYJU,Asteraceae,Asteraceae
2334,"Lygodesmia sp.","Desert Gum","",Asteraceae,Asteraceae
2335,"Lyonia fruticosa (Michx.) G.S. Torr.","Coastalplain Staggerbush",LYFR3,Ericaceae,Ericaceae
2336,"Lyonia mariana (L.) D. Don","Piedmont Staggerbush",LYMA2,Ericaceae,Ericaceae
2337,"Lysichiton americanus Hult‚n & St. John","American Skunkcabbage",LYAM3,Araceae,Araceae
2338,"Lysichiton sp.","Skunk Cabbage","",Araceae,Araceae
2339,"Lysimachia quadrifolia L.","Whorled Yellow Loosestrife",LYQU2,Primulaceae,Primulaceae
2340,"Lysimachia thyrsiflora L.","Tufted Loosestrife",LYTH2,Primulaceae,Primulaceae
2341,"Lythrum alatum var. lanceolatum (Ell.) Torr. & Gray ex Rothrock","Winged Lythrum",LYALL,Lythraceae,Lythraceae
2342,"Lythrum californicum Torr. & Gray","California Loosestrife",LYCA4,Lythraceae,Lythraceae
2343,"Lythrum salicaria L.","Purple Loosestrife",LYSA2,Lythraceae,Lythraceae
2344,"Machaeranthera alta A. Nels.","Purple Aster","",Asteraceae,Asteraceae
2345,"Machaeranthera canescens ssp. canescens var. canescens","Cutleaf Goldenweed",MACAC3,Asteraceae,Asteraceae
2346,"Machaeranthera canescens ssp. canescens var. leucanthemifolia (Greene) Welsh","Whiteflower Machaeranthera",MACAL,Asteraceae,Asteraceae
2347,"Machaeranthera canescens ssp. glabra var. aristata (Eastw.) B.L. Turner","Hoary Tansyaster",MACAA2,Asteraceae,Asteraceae
2348,"Machaeranthera gracilis (Nutt.) Shinners","Slender Goldenweed",MAGR10,Asteraceae,Asteraceae
2349,"Machaeranthera grindelioides var. grindelioides","Rayless Aster",MAGRG,Asteraceae,Asteraceae
2350,"Machaeranthera parviflora Gray","Smallflower Tansyaster",MAPA,Asteraceae,Asteraceae
2351,"Machaeranthera pinnatifida ssp. pinnatifida","Lacy Tansyaster",MAPIC,Asteraceae,Asteraceae
2352,"Machaeranthera tanacetifolia (Kunth) Nees","Tanseyleaf Aster",MATA2,Asteraceae,Asteraceae
2353,"Machaerocereus eruca (T. Brandeg.) Britt. & Rose","","",Cactaceae,Cactaceae
2354,"Machaerocereus gummosus (Engelm.) Britt. & Rose","Pitahaya Agria","",Cactaceae,Cactaceae
2355,"Maclura pomifera (Raf.) Schneid.",Osageorange,MAPO,Moraceae,Moraceae
2356,"Macranthera sp.","","",Scrophulariaceae,Orobanchaceae
2357,"Macrocystis integrifolia Bory","Giant Kelp","",Lessioniaceae,""
2358,"Macrocystis luetkeana","Giant Kelp","",Lessioniaceae,""
2359,"Macromeria viridiflora DC.",Gianttrumpets,MAVIV,Boraginaceae,Boraginaceae
2360,"Madia elegans D. Don ex Lindl.","Common Madia",MAELE,Asteraceae,Asteraceae
2361,"Madia elegans ssp. densifolia (Greene) Keck","Showy Tarweed",MAELD,Asteraceae,Asteraceae
2362,"Madia glomerata Hook.","Mountain Tarweed",MAGL2,Asteraceae,Asteraceae
2363,"Madia gracilis (Sm.) Keck & J. Clausen ex Applegate","Grassy Tarweed",MAGR3,Asteraceae,Asteraceae
2364,"Madia sativa Molina","Coast Tarweed",MASA,Asteraceae,Asteraceae
2365,"Madia sp.","Tarry Smelling Weed","",Asteraceae,Asteraceae
2366,"Magnolia acuminata (L.) L.",Cucumbertree,MAAC,Magnoliaceae,Magnoliaceae
2367,"Magnolia grandiflora L.","Southern Magnolia",MAGR4,Magnoliaceae,Magnoliaceae
2368,"Magnolia macrophylla Michx.","Bigleaf Magnolia",MAMA2,Magnoliaceae,Magnoliaceae
2369,"Magnolia virginiana L.",Sweetbay,MAVI2,Magnoliaceae,Magnoliaceae
2370,"Mahonia aquifolium (Pursh) Nutt.","Hollyleaved Barberry",MAAQ2,Berberidaceae,Berberidaceae
2371,"Mahonia dictyota (Jepson) Fedde","Shining Netvein Barberry",MADI11,Berberidaceae,Berberidaceae
2372,"Mahonia fremontii (Torr.) Fedde","Fremont's Mahonia",MAFR3,Berberidaceae,Berberidaceae
2373,"Mahonia haematocarpa (Woot.) Fedde","Red Barberry",MAHA4,Berberidaceae,Berberidaceae
2374,"Mahonia nervosa (Pursh) Nutt.","Cascade Oregongrape",MANE2,Berberidaceae,Berberidaceae
2375,"Mahonia pinnata ssp. pinnata","California Barberry",MAPIP2,Berberidaceae,Berberidaceae
2376,"Mahonia repens (Lindl.) G. Don",Oregongrape,MARE11,Berberidaceae,Berberidaceae
2377,"Mahonia sp.","Oregon Grape","",Berberidaceae,Berberidaceae
2378,"Maianthemum canadense Desf.","Canada Beadruby",MACA4,Liliaceae,Nartheciaceae
2379,"Maianthemum dilatatum (Wood) A. Nels. & J.F. Macbr.","Twoleaf False Solomon's Seal",MADI,Liliaceae,Nartheciaceae
2380,"Maianthemum racemosum ssp. amplexicaule (Nutt.) LaFrankie","Western Solomon's Seal",MARAA,Liliaceae,Nartheciaceae
2381,"Maianthemum racemosum ssp. racemosum","Feather Solomon's Seal",MARAR,Liliaceae,Nartheciaceae
2382,"Maianthemum stellatum (L.) Link","Starry False Solomon's Seal",MAST4,Liliaceae,Nartheciaceae
2383,"Malacothrix californica DC.","California Desertdandelion",MACA6,Asteraceae,Asteraceae
2384,"Malacothrix fendleri Gray","Fendler's Desertdandelion",MAFE,Asteraceae,Asteraceae
2385,"Malacothrix glabrata (Gray ex D.C. Eat.) Gray","Smooth Desertdandelion",MAGL3,Asteraceae,Asteraceae
2386,"Malacothrix sonchoides (Nutt.) Torr. & Gray","Sowthistle Desertdandelion",MASO,Asteraceae,Asteraceae
2387,"Malaxis unifolia Michx.","Green Addersmouth Orchid",MAUN,Orchidaceae,Orchidaceae
2388,"Malus angustifolia (Ait.) Michx.","Southern Crabapple",MAANA,Rosaceae,Rosaceae
2389,"Malus coronaria (L.) P. Mill.","Sweet Crabapple",MACO5,Rosaceae,Rosaceae
2390,"Malus coronaria var. coronaria","Sweet Crabapple",MACO5,Rosaceae,Rosaceae
2391,"Malus fusca (Raf.) Schneid.","Oregon Crabapple",MAFU,Rosaceae,Rosaceae
2392,"Malus ioensis (Wood) Britt.","Prairie Crabapple",MAIOI,Rosaceae,Rosaceae
2393,"Malus ioensis var. ioensis","Prairie Crabapple",MAIOI,Rosaceae,Rosaceae
2394,"Malus pumila P. Mill.","Cultivated Apple",MAPU,Rosaceae,Rosaceae
2395,"Malus sp.","Wild Crabapple","",Rosaceae,Rosaceae
2396,"Malva moschata L.","Musk Mallow",MAMO2,Malvaceae,Malvaceae
2397,"Malva neglecta Wallr.","Common Mallow",MANE,Malvaceae,Malvaceae
2398,"Malva nicaeensis All.","Bull Mallow",MANI2,Malvaceae,Malvaceae
2399,"Malva parviflora L.","Cheeseweed Mallow",MAPA5,Malvaceae,Malvaceae
2400,"Malva sp.",Mallow,"",Malvaceae,Malvaceae
2401,"Malvella leprosa (Ortega) Krapov.","Alkali Mallow",MALE3,Malvaceae,Malvaceae
2402,"Mammillaria dioica K. Brandeg.","Strawberry Cactus",MADI3,Cactaceae,Cactaceae
2403,"Mammillaria grahamii Engelm.","Graham's Nipple Cactus",MAGRG4,Cactaceae,Cactaceae
2404,"Mammillaria grahamii var. grahamii","Graham's Nipple Cactus",MAGRG4,Cactaceae,Cactaceae
2405,"Mammillaria mainiae K. Brandeg.","Counterclockwise Nipple Cactus",MAMA6,Cactaceae,Cactaceae
2406,"Mammillaria sp.",Cactus,"",Cactaceae,Cactaceae
2407,"Mammillaria wrightii Engelm.","Wright's Nipple Cactus",MAWRW2,Cactaceae,Cactaceae
2408,"Manfreda virginica (L.) Salisb. ex Rose","False Aloe",MAVI5,Agavaceae,Asparagaceae
2409,"Mangifera indica L.",Mango,MAIN3,Anacardiaceae,Anacardiaceae
2410,"Manihot esculenta Crantz",Tapioca,MAES,Euphorbiaceae,Euphorbiaceae
2411,"Marah fabaceus (Naud.) Naud. ex Greene","California Manroot",MAFAF,Cucurbitaceae,Cucurbitaceae
2412,"Marah horridus (Congd.) S.T. Dunn","Sierran Manroot",MAHO,Cucurbitaceae,Cucurbitaceae
2413,"Marah macrocarpus (Greene) Greene","Cucamonga Manroot",MAMAM4,Cucurbitaceae,Cucurbitaceae
2414,"Marah macrocarpus var. major (S.T. Dunn) Stocking","Cucamonga Manroot",MAMAM2,Cucurbitaceae,Cucurbitaceae
2415,"Marah oreganus (Torr. ex S. Wats.) T.J. Howell","Coastal Manroot",MAOR3,Cucurbitaceae,Cucurbitaceae
2416,"Marattia sp.","Pala Fern","",Marattiaceae,Marattiaceae
2417,"Marrubium vulgare L.",Horehound,MAVU,Lamiaceae,Lamiaceae
2418,"Marshallia obovata (Walt.) Beadle & F.E. Boynt.","Spoonshape Barbara's Buttons",MAOBO,Asteraceae,Asteraceae
2419,"Martynia sp.","Devil's Claw","",Pedaliaceae,Martyniaceae
2420,"Matelea biflora (Raf.) Woods.","Star Milkvine",MABI6,Asclepiadaceae,Apocynaceae
2421,"Matelea cynanchoides (Engelm.) Woods.","Prairie Milkvine",MACY3,Asclepiadaceae,Apocynaceae
2422,"Matelea producta (Torr.) Woods.","Texas Milkvine",MAPR3,Asclepiadaceae,Apocynaceae
2423,"Matricaria discoidea DC.","Disc Mayweed",MADI6,Asteraceae,Asteraceae
2424,"Matricaria sp.","","",Asteraceae,Asteraceae
2425,"Matteuccia struthiopteris (L.) Todaro","Ostrich Fern",MAST,Dryopteridaceae,""
2426,"Medeola virginiana L.","Indian Cucumberroot",MEVI,Liliaceae,Nartheciaceae
2427,"Medicago polymorpha L.",Burclover,MEPO3,Fabaceae,Fabaceae
2428,"Medicago sativa L.",Alfalfa,MESAS,Fabaceae,Fabaceae
2429,"Melampyrum lineare Desr.","Narrowleaf Cowwheat",MELIL3,Scrophulariaceae,Orobanchaceae
2430,"Melia azedarach L.",Chinaberrytree,MEAZ,Meliaceae,Meliaceae
2431,"Melica bulbosa Geyer ex Porter & Coult.",Oniongrass,MEBU,Poaceae,Poaceae
2432,"Melica imperfecta Trin.","Smallflower Melicgrass",MEIM,Poaceae,Poaceae
2433,"Melicope cinerea Gray",Manena,MECI6,Rutaceae,Rutaceae
2434,"Melilotus indicus (L.) All.","Annual Yellow Sweetclover",MEIN2,Fabaceae,Fabaceae
2435,"Melilotus officinalis (L.) Lam.","Yellow Sweetclover",MEOF,Fabaceae,Fabaceae
2436,"Melilotus sp.","Sweet Clover","",Fabaceae,Fabaceae
2437,"Melissa officinalis L.","Common Balm",MEOF2,Lamiaceae,Lamiaceae
2438,"Melothria pendula L.","Guadeloupe Cucumber",MEPEP,Cucurbitaceae,Cucurbitaceae
2439,"Menispermum canadense L.","Common Moonseed",MECA3,Menispermaceae,Menispermaceae
2440,"Menodora scabra Gray","Rough Menodora",MESC,Oleaceae,Oleaceae
2441,"Mentha ?piperita L. (pro sp.)  [aquatica ? spicata]",Peppermint,MEPI,Lamiaceae,Lamiaceae
2442,"Mentha ?piperita L. (pro sp.) [aquatica ? spicata]","Water Mint",MEPI,Lamiaceae,Lamiaceae
2443,"Mentha arvensis L.","Canadian Mint",MEAR4,Lamiaceae,Lamiaceae
2444,"Mentha sp.",Mint,"",Lamiaceae,Lamiaceae
2445,"Mentha spicata L.",Spearmint,MESP3,Lamiaceae,Lamiaceae
2446,"Mentzelia affinis Greene",Yellowcomet,MEAF2,Loasaceae,Loasaceae
2447,"Mentzelia albicaulis (Dougl. ex Hook.) Dougl. ex Torr. & Gray","Whitestem Blazingstar",MEAL6,Loasaceae,Loasaceae
2448,"Mentzelia congesta Nutt. ex Torr. & Gray","United Blazingstar",MECO2,Loasaceae,Loasaceae
2449,"Mentzelia dispersa S. Wats.","Bushy Blazingstar",MEDID,Loasaceae,Loasaceae
2450,"Mentzelia gracilenta Torr. & Gray","Grass Blazingstar",MEGR,Loasaceae,Loasaceae
2451,"Mentzelia involucrata S. Wats.","Whitebract Blazingstar",MEINI,Loasaceae,Loasaceae
2452,"Mentzelia laciniata (Rydb.) J. Darl.","Cutleaf Blazingstar",MELA,Loasaceae,Loasaceae
2453,"Mentzelia laevicaulis (Dougl. ex Hook.) Torr. & Gray","Smoothstem Blazingstar",MELAL3,Loasaceae,Loasaceae
2454,"Mentzelia multiflora (Nutt.) Gray","Manyflowered Mentzelia",MEMUM2,Loasaceae,Loasaceae
2455,"Mentzelia multiflora var. multiflora","Adonis Blazingstar",MEMUM2,Loasaceae,Loasaceae
2456,"Mentzelia nuda var. nuda","Bractless Blazingstar",MENUN,Loasaceae,Loasaceae
2457,"Mentzelia oreophila J. Darl.","Roughstem Blazingstar",MEOR3,Loasaceae,Loasaceae
2458,"Mentzelia pumila Nutt. ex Torr. & Gray","Dwarf Mentzelia",MEPUP,Loasaceae,Loasaceae
2459,"Mentzelia sp.","Stick Leaf","",Loasaceae,Loasaceae
2460,"Mentzelia veatchiana Kellogg","Whitestem Blazingstar",MEVE5,Loasaceae,Loasaceae
2461,"Menyanthes sp.","","",Menyanthaceae,Menyanthaceae
2462,"Menyanthes trifoliata L.","Common Buckbean",METR3,Menyanthaceae,Menyanthaceae
2463,"Menziesia ferruginea Sm.","Rusty Menziesia",MEFE,Ericaceae,Ericaceae
2464,"Merremia dissecta (Jacq.) Hallier f.","Noyau Vine",MEDI2,Convolvulaceae,Convolvulaceae
2465,"Mertensia ciliata (James ex Torr.) G. Don","Mountain Bluebells",MECIC2,Boraginaceae,Boraginaceae
2466,"Mertensia maritima (L.) S.F. Gray",Oysterleaf,MEMAM,Boraginaceae,Boraginaceae
2467,"Mertensia virginica (L.) Pers. ex Link","Virginia Bluebells",MEVI3,Boraginaceae,Boraginaceae
2468,"Metrosideros polymorpha var. polymorpha","'ohi'a",MEPOP2,Myrtaceae,Myrtaceae
2469,"Microlepia strigosa (Thunb.) K. Presl",Palapalai,MIST4,Dennstaedtiaceae,""
2470,"Microseris laciniata (Hook.) Schultz-Bip.","Cutleaf Silverpuffs",MILAL,Asteraceae,Asteraceae
2471,"Microseris nutans (Hook.) Schultz-Bip.","Nodding Microceris",MINU,Asteraceae,Asteraceae
2472,"Mikania scandens (L.) Willd.","Southern Hempvine",MISC,Asteraceae,Asteraceae
2473,"Mimulus cardinalis Dougl. ex Benth.","Crimson Monkeyflower",MIEA,Scrophulariaceae,Orobanchaceae
2474,"Mimulus eastwoodiae Rydb.","Eastwood's Monkeyflower",MIEA,Scrophulariaceae,Orobanchaceae
2475,"Mimulus glabratus var. jamesii (Torr. & Gray ex Benth.) Gray","James' Monkeyflower",MIGLJ,Scrophulariaceae,Orobanchaceae
2476,"Mimulus guttatus DC.","Seep Monkeyflower",MIGU,Scrophulariaceae,Orobanchaceae
2477,"Mimulus moschatus Dougl. ex Lindl.","Musk Monkeyflower",MIMOM2,Scrophulariaceae,Orobanchaceae
2478,"Mimulus ringens L.","Ringen Monkeyflower",MIRIR,Scrophulariaceae,Orobanchaceae
2479,"Mimulus sp.","Monkey Flower","",Scrophulariaceae,Orobanchaceae
2480,"Mimulus tilingii var. caespitosus (Greene) A.L. Grant","Subalpine Monkeyflower",MITIC,Scrophulariaceae,Orobanchaceae
2481,"Mirabilis albida (Walt.) Heimerl","Mountain Four O'clock",MIAL4,Nyctaginaceae,Nyctaginaceae
2482,"Mirabilis alipes (S. Wats.) Pilz","Winged Four O'clock",MIAL5,Nyctaginaceae,Nyctaginaceae
2483,"Mirabilis bigelovii var. retrorsa (Heller) Munz","Bigelow's Four O'clock",MIBIR,Nyctaginaceae,Nyctaginaceae
2484,"Mirabilis californica Gray","California Four O'clock",MICAC3,Nyctaginaceae,Nyctaginaceae
2485,"Mirabilis coccinea (Torr.) Benth. & Hook. f.","Scarlet Four O'clock",MICO7,Nyctaginaceae,Nyctaginaceae
2486,"Mirabilis greenei S. Wats.","Greene's Four O'clock",MIGR6,Nyctaginaceae,Nyctaginaceae
2487,"Mirabilis linearis (Pursh) Heimerl","Narrowleaf Four O'clock",MILI3,Nyctaginaceae,Nyctaginaceae
2488,"Mirabilis multiflora (Torr.) Gray","Colorado Four O'clock",MIMUM,Nyctaginaceae,Nyctaginaceae
2489,"Mirabilis multiflora var. multiflora","Colorado Four O'clock",MIMUM,Nyctaginaceae,Nyctaginaceae
2490,"Mirabilis nyctaginea (Michx.) MacM.","Heartleaf Four O'clock",MINY,Nyctaginaceae,Nyctaginaceae
2491,"Mirabilis oxybaphoides (Gray) Gray","Smooth Spreading Four O'clock",MIOX,Nyctaginaceae,Nyctaginaceae
2492,"Mirabilis pumila (Standl.) Standl.","Dwarf Four O'clock",MIPU6,Nyctaginaceae,Nyctaginaceae
2493,"Mirabilis sp.","Four O'clock","",Nyctaginaceae,Nyctaginaceae
2494,"Mitchella repens L.",Partridgeberry,MIRE,Rubiaceae,Rubiaceae
2495,"Mitella diphylla L.","Twoleaf Miterwort",MIDI3,Saxifragaceae,Saxifragaceae
2496,"Mitella nuda L.","Naked Miterwort",MINU3,Saxifragaceae,Saxifragaceae
2497,"Mitella sp.","","",Saxifragaceae,Saxifragaceae
2498,"Mitella trifida Graham","Threeparted Miterwort",MITRT,Saxifragaceae,Saxifragaceae
2499,"Mnium affine","","",Mniaceae,Mniaceae
2500,"Mnium punctatum L.","","",Mniaceae,Mniaceae
2501,"Modiola caroliniana (L.) G. Don","Carolina Bristlemallow",MOCA,Malvaceae,Malvaceae
2502,"Monarda citriodora Cerv. ex Lag.","Lemon Beebalm",MOCIC2,Lamiaceae,Lamiaceae
2503,"Monarda didyma L.","Scarlet Beebalm",MODI,Lamiaceae,Lamiaceae
2504,"Monarda fistulosa L.","Wildbergamot Beebalm",MOBR2,Lamiaceae,Lamiaceae
2505,"Monarda fistulosa ssp. fistulosa var. menthifolia (Graham) Fern.","Mintleaf Beebalm",MOFIM2,Lamiaceae,Lamiaceae
2506,"Monarda fistulosa ssp. fistulosa var. mollis (L.) Benth.","Oswego Tea",MOFIM3,Lamiaceae,Lamiaceae
2507,"Monarda pectinata Nutt.","Pony Beebalm",MOPE,Lamiaceae,Lamiaceae
2508,"Monarda punctata L.","Spotted Beebalm",MOPUP2,Lamiaceae,Lamiaceae
2509,"Monarda sp.",Mint,"",Lamiaceae,Lamiaceae
2510,"Monardella candicans Benth.","Sierran Mountainbalm",MOCA3,Lamiaceae,Lamiaceae
2511,"Monardella lanceolata Gray","Mustang Mountainbalm",MOLAL,Lamiaceae,Lamiaceae
2512,"Monardella linoides Gray","Narrowleaf Monardella",MOLIL,Lamiaceae,Lamiaceae
2513,"Monardella odoratissima Benth.","Pacific Monardella",MOODO,Lamiaceae,Lamiaceae
2514,"Monardella sheltonii (Torr.) T.J. Howell","Shelton's Mountainbalm",MOSH,Lamiaceae,Lamiaceae
2515,"Monardella sp.","Aromatic Mint","",Lamiaceae,Lamiaceae
2516,"Monardella villosa Benth.","Coyote Mint",MOVIV,Lamiaceae,Lamiaceae
2517,"Monardella viridis Jepson","Green Mountainbalm",MOVIV2,Lamiaceae,Lamiaceae
2518,"Moneses uniflora (L.) Gray","Single Delight",MOUN2,Ericaceae,Ericaceae
2519,"Monolepis nuttalliana (J.A. Schultes) Greene","Nuttall's Povertyweed",MONU,Chenopodiaceae,Amaranthaceae
2520,"Monotropa hypopithys L.",Pinesap,MOHY3,Ericaceae,Ericaceae
2521,"Monotropa uniflora L.",Indianpipe,MOUN3,Ericaceae,Ericaceae
2522,"Monroa squarrosa (Nutt.) Torr.","False Buffalograss",MOSQ,Poaceae,Poaceae
2523,"Morchella sp.",Morelle,"",Helvellaceae,""
2524,"Morella caroliniensis (P. Mill.) Small","Evergreen Bayberry",MOCA7,Myricaceae,Myricaceae
2525,"Morella cerifera (L.) Small","Southern Bayberry",MOCE2,Myricaceae,Myricaceae
2526,"Moricandia arvensis (L.) DC.","Purple Mistress",MOAR6,Brassicaceae,Brassicaceae
2527,"Morinda citrifolia L.","Indian Mulberry",MOCI3,Rubiaceae,Rubiaceae
2528,"Mortonia scabrella Gray","Rio Grande Saddlebush",MOSE,Celastraceae,Celastraceae
2529,"Morus alba L.","White Mulberry",MOAL,Moraceae,Moraceae
2530,"Morus microphylla Buckl.","Texas Mulberry",MOMI,Moraceae,Moraceae
2531,"Morus nigra L.","Black Mulberry",MONI,Moraceae,Moraceae
2532,"Morus rubra L.","Red Mulberry",MORUR,Moraceae,Moraceae
2533,"Morus sp.","Wild Mulberry","",Moraceae,Moraceae
2534,"Mucuna gigantea (Willd.) DC.",Seabean,MUGI,Fabaceae,Fabaceae
2535,"Muhlenbergia andina (Nutt.) A.S. Hitchc.","Foxtail Muhly",MUAN,Poaceae,Poaceae
2536,"Muhlenbergia cuspidata (Torr. ex Hook.) Rydb.","Plains Muhly",MUCU3,Poaceae,Poaceae
2537,"Muhlenbergia dubia Fourn. ex Hemsl.","Pine Muhly",MUDU,Poaceae,Poaceae
2538,"Muhlenbergia filiformis (Thurb. ex S. Wats.) Rydb.","Pullup Muhly",MUFI2,Poaceae,Poaceae
2539,"Muhlenbergia mexicana (L.) Trin.","Mexican Muhly",MUME2,Poaceae,Poaceae
